Date,Title,Price,Star,Reviews,Brand,CPU,CPU_Segment,CPU_Segment_Detail,GPU,RAM,SSD,Screen_inch,Panel,OLED,Screen_HZ,Color,Link
20251113,"MSI - Thin 15 15.6"" FHD Gaming Laptop,Intel i5-13420H,16GB RAM,512GB SSD,NVIDIA GeForce RTX 4060,Win 11 Pro,256GB Dock Station - Gray",969,5,1,MSI,Intel i5-13420H,Core i5,Core i5 13420H,RTX 4060,16,512GB,15.6,FHD,,,Gray,https://www.bestbuy.com/product/msi-thin-15-15-6-fhd-gaming-laptopintel-i5-13420h16gb-ram512gb-ssdnvidia-geforce-rtx-4060win-11-pro256gb-dock-station-gray/J3P7T3HXQR
20251113,"Lenovo - LOQ 15.6"" Full HD Gaming Laptop - Intel Core i7-13650HX - 16GB Memory - NVIDIA GeForce RTX 5060 - 512GB SSD - Luna Grey",1099.99,4.9,15,Lenovo,Intel Core i7-13650HX,Core i7,Core i7 13650HX,RTX 5060,16,512GB,15.6,FULLHD,,,Luna Grey,https://www.bestbuy.com/product/lenovo-loq-15-6-full-hd-gaming-laptop-intel-core-i7-13650hx-16gb-memory-nvidia-geforce-rtx-5060-512gb-ssd-luna-grey/JJGSH8FS5K/sku/6617089
20251113,"ASUS - TUF Gaming A16 16"" 144Hz Gaming Laptop 1920?1200(FHD+) - AMD Ryzen 7 with 32GB RAM -NVIDIA GeForce RTX 4050 - 1TB SSD - Gray",949.99,,,ASUS,AMD Ryzen 7 ,Ryzen 7,Ryzen 7 ,RTX 4050,32,1TB,16,FHD,,144,Gray,https://www.bestbuy.com/product/asus-tuf-gaming-a16-16-144hz-gaming-laptop-19201200fhd--amd-ryzen-7-with-32gb-ram-nvidia-geforce-rtx-4050-1tb-ssd-gray/J3GWQRFLC8
20251113,"ASUS - TUF Gaming A15 15.6"" 144Hz Gaming Laptop 1920?1080(FHD) - AMD Ryzen 5 with 16GB RAM -NVIDIA GeForce RTX 4060 - 512GB SSD - Black",869.99,,,ASUS,AMD Ryzen 5 ,Ryzen 5,Ryzen 5 ,RTX 4060,16,512GB,15.6,FHD,,144,Black,https://www.bestbuy.com/product/asus-tuf-gaming-a15-15-6-144hz-gaming-laptop-19201080fhd-amd-ryzen-5-with-16gb-ram-nvidia-geforce-rtx-4060-512gb-ssd-black/J3GWQRFG5Y
20251113,"MSI - Katana 15.6"" Gaming Laptop, Intel i7-14650HX,GeForce RTX 5070 8GB GDDR7,32GB DDR5,2TB SSD,Win 11,512GB Docking Station - Black",1879,2,1,MSI,Intel i7-14650HX,Core i7,Core i7 14650HX,RTX 5070,8,2TB,15.6,,,,Black,https://www.bestbuy.com/product/msi-katana-15-6-gaming-laptop-intel-i7-14650hxgeforce-rtx-5070-8gb-gddr732gb-ddr52tb-ssdwin-11512gb-docking-station-black/J3P7T3955H
20251113,"MSI - 16"" Gaming Laptop 2560 x 1600 (QHD+) - Intel Core Ultra 9 275HX with 32GB Memory - GeForce RTX 5070 Ti - 2 TB SSD - Cosmo Gray, Gray",2739.99,2,1,MSI,Intel Core Ultra 9 275HX,Core Ultra 9,Core Ultra 9 275HX,RTX 5070 Ti,32,2TB,16,QHD,,,"Cosmo Gray, Gray",https://www.bestbuy.com/product/msi-16-gaming-laptop-2560-x-1600-qhd--intel-core-ultra-9-275hx-with-32gb-memory-geforce-rtx-5070-ti-2-tb-ssd-cosmo-gray-gray/J3P7TX6ZW9
20251113,"Lenovo - Legion 5i Gaming Laptop 15.1 165Hz OLED WQXGA (Win 11 Pro) w/Premium Backpack , Microsoft 365 Personal - Eclipse Black",1815.39,,,Lenovo,,,,,,,,WQXGA,OLED,165,Eclipse Black,https://www.bestbuy.com/product/lenovo-legion-5i-gaming-laptop-15-1-165hz-oled-wqxga-win-11-pro-w-premium-backpack--microsoft-365-personal-eclipse-black/JJGHT4QT33
20251113,"Lenovo - Legion 5i Gaming Laptop 15.1 165Hz OLED WQXGA (Win 11 Pro) w/Premium Backpack , Microsoft 365 Personal - Eclipse Black",1860.39,,,Lenovo,,,,,,,,WQXGA,OLED,165,Eclipse Black,https://www.bestbuy.com/product/lenovo-legion-5i-gaming-laptop-15-1-165hz-oled-wqxga-win-11-pro-w-premium-backpack--microsoft-365-personal-eclipse-black/JJGHT4QT82
20251113,"Lenovo - Legion 5i Gaming Laptop 15.1 165Hz OLED WQXGA (Win 11 Pro) w/Premium Backpack , Microsoft 365 Personal - Eclipse Black",1859.39,,,Lenovo,,,,,,,,WQXGA,OLED,165,Eclipse Black,https://www.bestbuy.com/product/lenovo-legion-5i-gaming-laptop-15-1-165hz-oled-wqxga-win-11-pro-w-premium-backpack--microsoft-365-personal-eclipse-black/JJGHT4QT35
20251113,"Lenovo - Legion 5i Gaming Laptop 15.1 165Hz OLED WQXGA (Win 11 Pro) w/Premium Backpack , Microsoft 365 Personal - Eclipse Black",1597.39,,,Lenovo,,,,,,,,WQXGA,OLED,165,Eclipse Black,https://www.bestbuy.com/product/lenovo-legion-5i-gaming-laptop-15-1-165hz-oled-wqxga-win-11-pro-w-premium-backpack--microsoft-365-personal-eclipse-black/JJGHT4QT8P
20251113,"GIGABYTE - GAMING A16 Gaming Laptop - ""16 165Hz 1920x1200 WUXGA AMD Ryzen 7 260 - 1TB SSD - 16 DDR5 RAM GeForce RTX 5060 - Black Steel",1241.99,,,GIGABYTE,AMD Ryzen 7 260,Ryzen 7,Ryzen 7 260,RTX 5060,,1TB,,WUXGA,,165,Black Steel,https://www.bestbuy.com/product/gigabyte-gaming-a16-gaming-laptop-16-165hz-1920x1200-wuxga-amd-ryzen-7-260-1tb-ssd-16-ddr5-ram-geforce-rtx-5060-black-steel/J3GWPQCXP8
20251113,"MSI - Thin 15.6"" FHD 144Hz Gaming Laptop,Intel i5-13420H,64GB DDR4,2TB SSD,NVIDIA GeForce RTX 3050,Win 11 Pro - Gray",1149,,,MSI,Intel i5-13420H,Core i5,Core i5 13420H,RTX 3050,64,2TB,15.6,FHD,,144,Gray,https://www.bestbuy.com/product/msi-thin-15-6-fhd-144hz-gaming-laptopintel-i5-13420h64gb-ddr42tb-ssdnvidia-geforce-rtx-3050win-11-pro-gray/J3P7T87ZQC/sku/10965978
20251113,"Acer - Nitro V 15.6"" 165Hz, i7-13620H, RTX 5050, 16GB, 512GB SSD, Win 11 Gaming Laptop",971.99,,,Acer,i7-13620H,Core i7,Core i7 13620H,RTX 5050,16,512GB,15.6,,,165,"13620H, RTX 5050, 16GB, 512GB SSD, Win 11 Gaming Laptop",https://www.bestbuy.com/product/acer-nitro-v-15-6-165hz-i7-13620h-rtx-5050-16gb-512gb-ssd-win-11-gaming-laptop/JJ8V8HGJ82
20251113,"Alienware - 16 Aurora 16"" Gaming Laptop WQXGA - Intel Core 7 with 64GB Memory -NVIDIA GeForce RTX 5060 -2TB SSD - Blue",1799.99,,,Dell,Core 7 ,Core 7 ,Core 7 ,RTX 5060,64,2TB,16,WQXGA,,,Blue,https://www.bestbuy.com/product/alienware-16-aurora-16-gaming-laptop-wqxga-intel-core-7-with-64gb-memory-nvidia-geforce-rtx-5060-2tb-ssd-blue/J3GWQRF8FL
20251113,"ASUS - ROG Zephyrus G16 16"" OLED 2.5K 240Hz Gaming Laptop - Intel Core Ultra 9 - 32GB RAM - NVIDIA GeForce RTX 5090 - 2TB SSD - Eclipse Gray",4399.99,4.9,8,ASUS,Intel Core Ultra 9 - 32GB,Core Ultra 9,Core Ultra 9,RTX 5090,32,2TB,16,2.5K,OLED,240,Eclipse Gray,https://www.bestbuy.com/product/asus-rog-zephyrus-g16-16-oled-2-5k-240hz-gaming-laptop-intel-core-ultra-9-32gb-ram-nvidia-geforce-rtx-5090-2tb-ssd-eclipse-gray/JJGGLHJXH7/sku/6613959
20251113,"MSI - Cyborg 15 - 15.6"" RTX 5070 - Intel Core 7 240H - 16GB DDR5 - 1TB SSD - 144Hz IPS - Gaming Laptop",1328.49,,,MSI,Core 7 240H,Core 7 ,Core 7 240H,RTX 5070,16,1TB,15.6,,,144,Gaming Laptop,https://www.bestbuy.com/product/msi-cyborg-15-15-6-rtx-5070-intel-core-7-240h-16gb-ddr5-1tb-ssd-144hz-ips-gaming-laptop/J3P7TXHY39
20251113,NIMO - 17.3 Gaming-Laptop AI Ryzen 9 8945HS 64GB RAM 1TB SSD USB-C 4.0 AI-Enhanced for Copilot VR Ready - Black,1099,,,NIMO,Ryzen 9 8945HS,Ryzen 9,Ryzen 9 8945HS,,64,1TB,,,,,Black,https://www.bestbuy.com/product/nimo-17-3-gaming-laptop-ai-ryzen-9-8945hs-64gb-ram-1tb-ssd-usb-c-4-0-ai-enhanced-for-copilot-vr-ready-black/JJGHQYHKTJ
20251113,"MSI - Thin 15 15.6"" FHD Gaming Laptop,Intel i5-13420H,NVIDIA GeForce RTX 4050,32GB RAM,1TB SSD+256GB Dock Station,Win 11 - Gray",899,,,MSI,Intel i5-13420H,Core i5,Core i5 13420H,RTX 4050,32,1TB,15.6,FHD,,,Gray,https://www.bestbuy.com/product/msi-thin-15-15-6-fhd-gaming-laptopintel-i5-13420hnvidia-geforce-rtx-405032gb-ram1tb-ssd-256gb-dock-stationwin-11-gray/J3P7TX28V6/sku/10877331
20251113,"NIMO - 15.6"" IPS FHD Gaming-Laptop, AMD 8 Cores Ryzen 7 7735HS 16GB DDR5 RAM 1TB SSD 4.75GHz - Blue",649,,,NIMO,Ryzen 7 7735HS,Ryzen 7,Ryzen 7 7735HS,,16,1TB,15.6,FHD,,,Blue,https://www.bestbuy.com/product/nimo-15-6-ips-fhd-gaming-laptop-amd-8-cores-ryzen-7-7735hs-16gb-ddr5-ram-1tb-ssd-4-75ghz-blue/JJGHQYT748
20251113,"NIMO - 15.6"" IPS FHD Gaming-Laptop, AMD 8 Cores Ryzen 7 7735HS 32GB DDR5 RAM 1TB SSD 4.75GHz - Blue",769,,,NIMO,Ryzen 7 7735HS,Ryzen 7,Ryzen 7 7735HS,,32,1TB,15.6,FHD,,,Blue,https://www.bestbuy.com/product/nimo-15-6-ips-fhd-gaming-laptop-amd-8-cores-ryzen-7-7735hs-32gb-ddr5-ram-1tb-ssd-4-75ghz-blue/JJGHQYT746
20251113,"NIMO - 17.3"" IPS FHD Gaming-Laptop, AMD 8 Cores Ryzen 7 7735HS 16GB DDR5 RAM 1TB SSD 4.75GHz - Blue",699,,,NIMO,Ryzen 7 7735HS,Ryzen 7,Ryzen 7 7735HS,,16,1TB,17.3,FHD,,,Blue,https://www.bestbuy.com/product/nimo-17-3-ips-fhd-gaming-laptop-amd-8-cores-ryzen-7-7735hs-16gb-ddr5-ram-1tb-ssd-4-75ghz-blue/JJGHQYT7FT
20251113,"NIMO - 17.3"" IPS FHD Gaming-Laptop, AMD 8 Cores Ryzen 7 7735HS 32GB DDR5 RAM 1TB SSD 4.75GHz - Black",799,,,NIMO,Ryzen 7 7735HS,Ryzen 7,Ryzen 7 7735HS,,32,1TB,17.3,FHD,,,Black,https://www.bestbuy.com/product/nimo-17-3-ips-fhd-gaming-laptop-amd-8-cores-ryzen-7-7735hs-32gb-ddr5-ram-1tb-ssd-4-75ghz-black/JJGHQYT7F7
20251113,"Alienware - 16 Aurora 16"" 120Hz Gaming Laptop 2560?1600 QHD+ -Core 7-16GB RAM-NVIDIA GeForce RTX 5050-1TB SSD - Blue",1299.99,,,Dell,Core 7 ,Core 7 ,Core 7 ,RTX 5050,16,1TB,16,QHD,,120,Blue,https://www.bestbuy.com/product/alienware-16-aurora-16-120hz-gaming-laptop-25601600-qhd-core-7-16gb-ram-nvidia-geforce-rtx-5050-1tb-ssd-blue/J3GWQRFGTS
20251113,Thunderobot - STORM 17.3'' 144Hz FHD Gaming Laptop - Intel Core i5-12450H - NVIDIA GeForce RTX 3050 - 32GB Memory - 1TB Storage - Black,959,,,Thunderobot,Intel Core i5-12450H,Core i5,Core i5 12450H,RTX 3050,32,1TB,,FHD,,144,Black,https://www.bestbuy.com/product/thunderobot-storm-17-3-144hz-fhd-gaming-laptop-intel-core-i5-12450h-nvidia-geforce-rtx-3050-32gb-memory-1tb-storage-black/J27RRQHTHR/sku/10887325
20251113,"HP - Victus 15.6"" FHD Gaming Laptop,Intel i5-13420H,32GB RAM,1TB PCIe SSD,GeForce RTX 4050,Win 11 Pro - Mica Silver",1099,,,HP,Intel i5-13420H,Core i5,Core i5 13420H,RTX 4050,32,1TB,15.6,FHD,,,Mica Silver,https://www.bestbuy.com/product/hp-victus-15-6-fhd-gaming-laptopintel-i5-13420h32gb-ram1tb-pcie-ssdgeforce-rtx-4050win-11-pro-mica-silver/JJG2RW8KVS/sku/11024756
20251113,"Alienware - 16 Aurora 16"" 120Hz Gaming Laptop 2560?1600 QHD+ -Core 7-32GB RAM-NVIDIA GeForce RTX 5050-1TB SSD - Blue",1499.99,,,Dell,Core 7 ,Core 7 ,Core 7 ,RTX 5050,32,1TB,16,QHD,,120,Blue,https://www.bestbuy.com/product/alienware-16-aurora-16-120hz-gaming-laptop-25601600-qhd-core-7-32gb-ram-nvidia-geforce-rtx-5050-1tb-ssd-blue/J3GWQRFG3T
20251113,"HP - OMEN 16"" Gaming Laptop,Intel Ultra 5 225H,GeForce RTX 5050,32GB RAM,1TB SSD,Backlit Keyboard,Win 11 Pro - Shadow Black",1249,,,HP,Intel Ultra 5 225H,Core Ultra 5,Core Ultra 5 225H,RTX 5050,32,1TB,16,,,,Shadow Black,https://www.bestbuy.com/product/hp-omen-16-gaming-laptopintel-ultra-5-225hgeforce-rtx-505032gb-ram1tb-ssdbacklit-keyboardwin-11-pro-shadow-black/JJG2RWZSXV
20251113,"HP - OMEN 16"" Gaming Laptop,Intel Ultra 5 225H,GeForce RTX 5050,16GB RAM,1TB SSD,Backlit Keyboard,Win 11 Pro - Shadow Black",1149,,,HP,Intel Ultra 5 225H,Core Ultra 5,Core Ultra 5 225H,RTX 5050,16,1TB,16,,,,Shadow Black,https://www.bestbuy.com/product/hp-omen-16-gaming-laptopintel-ultra-5-225hgeforce-rtx-505016gb-ram1tb-ssdbacklit-keyboardwin-11-pro-shadow-black/JJG2RHLT7V
20251113,"HP - OMEN 16"" Gaming Laptop,Intel Ultra 5 225H,GeForce RTX 5050,64GB RAM,4TB SSD,Backlit Keyboard,Win 11 Pro - Shadow Black",1649,,,HP,Intel Ultra 5 225H,Core Ultra 5,Core Ultra 5 225H,RTX 5050,64,4TB,16,,,,Shadow Black,https://www.bestbuy.com/product/hp-omen-16-gaming-laptopintel-ultra-5-225hgeforce-rtx-505064gb-ram4tb-ssdbacklit-keyboardwin-11-pro-shadow-black/JJG2RHL7WH
20251113,"HP - OMEN 16"" Gaming Laptop,Intel Ultra 5 225H,GeForce RTX 5050,64GB RAM,2TB SSD,Backlit Keyboard,Win 11 Pro - Shadow Black",1499,,,HP,Intel Ultra 5 225H,Core Ultra 5,Core Ultra 5 225H,RTX 5050,64,2TB,16,,,,Shadow Black,https://www.bestbuy.com/product/hp-omen-16-gaming-laptopintel-ultra-5-225hgeforce-rtx-505064gb-ram2tb-ssdbacklit-keyboardwin-11-pro-shadow-black/JJG2RHYK3G
20251113,"MSI - Thin 15 15.6"" FHD Gaming Laptop,Intel i5-13420H,16GB RAM,512GB SSD,NVIDIA GeForce RTX 4060,Win 11 Pro,256GB Dock Station - Gray",969,5,1,MSI,Intel i5-13420H,Core i5,Core i5 13420H,RTX 4060,16,512GB,15.6,FHD,,,Gray,https://www.bestbuy.com/product/msi-thin-15-15-6-fhd-gaming-laptopintel-i5-13420h16gb-ram512gb-ssdnvidia-geforce-rtx-4060win-11-pro256gb-dock-station-gray/J3P7T3HXQR/sku/10785122
20251113,"HP - OMEN 16"" Gaming Laptop,Intel Ultra 5 225H,GeForce RTX 5050,32GB RAM,2TB SSD,Backlit Keyboard,Win 11 Pro - Shadow Black",1349,,,HP,Intel Ultra 5 225H,Core Ultra 5,Core Ultra 5 225H,RTX 5050,32,2TB,16,,,,Shadow Black,https://www.bestbuy.com/product/hp-omen-16-gaming-laptopintel-ultra-5-225hgeforce-rtx-505032gb-ram2tb-ssdbacklit-keyboardwin-11-pro-shadow-black/JJG2RHRLT2
20251113,"Lenovo - Legion 5 15.1"" WQXGA OLED Gaming Laptop,AMD Ryzen 7 260,16GB RAM,1TB SSD,GeForce RTX 5060,Win 11 - Eclipse Black",1549,,,Lenovo,AMD Ryzen 7 260,Ryzen 7,Ryzen 7 260,RTX 5060,16,1TB,15.1,WQXGA,OLED,,Eclipse Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-wqxga-oled-gaming-laptopamd-ryzen-7-26016gb-ram1tb-ssdgeforce-rtx-5060win-11-eclipse-black/JJGXY3VQYF
20251113,"Lenovo - Legion 5 15.1"" WQXGA OLED Gaming Laptop,AMD Ryzen 7 260,16GB RAM,512GB SSD,GeForce RTX 5060,Win 11 - Eclipse Black",1499,,,Lenovo,AMD Ryzen 7 260,Ryzen 7,Ryzen 7 260,RTX 5060,16,512GB,15.1,WQXGA,OLED,,Eclipse Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-wqxga-oled-gaming-laptopamd-ryzen-7-26016gb-ram512gb-ssdgeforce-rtx-5060win-11-eclipse-black/JJGXYG8HTH
20251113,"Lenovo - Legion 5 15.1"" WQXGA OLED Gaming Laptop,AMD Ryzen 7 260,32GB RAM,2TB SSD,GeForce RTX 5060,Win 11 - Eclipse Black",1749,,,Lenovo,AMD Ryzen 7 260,Ryzen 7,Ryzen 7 260,RTX 5060,32,2TB,15.1,WQXGA,OLED,,Eclipse Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-wqxga-oled-gaming-laptopamd-ryzen-7-26032gb-ram2tb-ssdgeforce-rtx-5060win-11-eclipse-black/JJGXY3GG32
20251113,"Lenovo - Legion 5 15.1"" WQXGA OLED Gaming Laptop,AMD Ryzen 7 260,32GB RAM,1TB SSD,GeForce RTX 5060,Win 11 - Eclipse Black",1649,,,Lenovo,AMD Ryzen 7 260,Ryzen 7,Ryzen 7 260,RTX 5060,32,1TB,15.1,WQXGA,OLED,,Eclipse Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-wqxga-oled-gaming-laptopamd-ryzen-7-26032gb-ram1tb-ssdgeforce-rtx-5060win-11-eclipse-black/JJGXY86HY5
20251113,"Lenovo - Legion 5 15.1"" WQXGA OLED Gaming Laptop,AMD Ryzen 7 260,64GB RAM,4TB SSD,GeForce RTX 5060,Win 11 - Eclipse Black",2049,,,Lenovo,AMD Ryzen 7 260,Ryzen 7,Ryzen 7 260,RTX 5060,64,4TB,15.1,WQXGA,OLED,,Eclipse Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-wqxga-oled-gaming-laptopamd-ryzen-7-26064gb-ram4tb-ssdgeforce-rtx-5060win-11-eclipse-black/JJGXY3R9VW
20251113,"ASUS - ROG Strix SCAR 15 300Hz Gaming Laptop, Ryzen 9 5900HX, GeForce RTX 3080,32GB RAM,1TB SSD,Win 11 Pro - Gray",2149,,,ASUS,Ryzen 9 5900HX,Ryzen 9,Ryzen 9 5900HX,RTX 3080,32,1TB,,,,300,Gray,https://www.bestbuy.com/product/asus-rog-strix-scar-15-300hz-gaming-laptop-ryzen-9-5900hx-geforce-rtx-308032gb-ram1tb-ssdwin-11-pro-gray/JJG7VT32X2
20251113,"Lenovo - LOQ 15.6"" FHD Gaming Laptop,AMD Ryzen 5 7235HS,12GB DDR5,512GB SSD,GeForce RTX 4050,Win 11 Home - Luna Grey",869,,,Lenovo,AMD Ryzen 5 7235HS,Ryzen 5,Ryzen 5 7235HS,RTX 4050,12,512GB,15.6,FHD,,,Luna Grey,https://www.bestbuy.com/product/lenovo-loq-15-6-fhd-gaming-laptopamd-ryzen-5-7235hs12gb-ddr5512gb-ssdgeforce-rtx-4050win-11-home-luna-grey/JJGXYGKZWZ
20251113,"Lenovo - LOQ 15.6"" FHD Gaming Laptop,AMD Ryzen 5 7235HS,64GB DDR5,4TB SSD,GeForce RTX 4050,Win 11 Pro - Luna Grey",1349,,,Lenovo,AMD Ryzen 5 7235HS,Ryzen 5,Ryzen 5 7235HS,RTX 4050,64,4TB,15.6,FHD,,,Luna Grey,https://www.bestbuy.com/product/lenovo-loq-15-6-fhd-gaming-laptopamd-ryzen-5-7235hs64gb-ddr54tb-ssdgeforce-rtx-4050win-11-pro-luna-grey/JJGXYGT9X6
20251113,"HP - OMEN 16"" 2K Gaming Laptop,Intel Ultra 5 225H,GeForce RTX 5050,64GB RAM,2TB SSD,Backlit Keyboard,Win 11 - Shadow Black",1499,,,HP,Intel Ultra 5 225H,Core Ultra 5,Core Ultra 5 225H,RTX 5050,64,2TB,16,2K,,,Shadow Black,https://www.bestbuy.com/product/hp-omen-16-2k-gaming-laptopintel-ultra-5-225hgeforce-rtx-505064gb-ram2tb-ssdbacklit-keyboardwin-11-shadow-black/JJG2RWJXF8
20251113,"HP - OMEN 16"" 2K Gaming Laptop,Intel Ultra 5 225H,GeForce RTX 5050,32GB RAM,1TB SSD,Backlit Keyboard,Win 11 - Shadow Black",1249,,,HP,Intel Ultra 5 225H,Core Ultra 5,Core Ultra 5 225H,RTX 5050,32,1TB,16,2K,,,Shadow Black,https://www.bestbuy.com/product/hp-omen-16-2k-gaming-laptopintel-ultra-5-225hgeforce-rtx-505032gb-ram1tb-ssdbacklit-keyboardwin-11-shadow-black/JJG2RWZHQG
20251113,"HP - OMEN 16"" 2K Gaming Laptop,Intel Ultra 5 225H,GeForce RTX 5050,16GB RAM,1TB SSD,Backlit Keyboard,Win 11 - Shadow Black",1149,,,HP,Intel Ultra 5 225H,Core Ultra 5,Core Ultra 5 225H,RTX 5050,16,1TB,16,2K,,,Shadow Black,https://www.bestbuy.com/product/hp-omen-16-2k-gaming-laptopintel-ultra-5-225hgeforce-rtx-505016gb-ram1tb-ssdbacklit-keyboardwin-11-shadow-black/JJG2RHH64K
20251113,"HP - OMEN 16"" 2K Gaming Laptop,Intel Ultra 5 225H,GeForce RTX 5050,64GB RAM,4TB SSD,Backlit Keyboard,Win 11 - Shadow Black",1649,,,HP,Intel Ultra 5 225H,Core Ultra 5,Core Ultra 5 225H,RTX 5050,64,4TB,16,2K,,,Shadow Black,https://www.bestbuy.com/product/hp-omen-16-2k-gaming-laptopintel-ultra-5-225hgeforce-rtx-505064gb-ram4tb-ssdbacklit-keyboardwin-11-shadow-black/JJG2RHY7P8
20251113,"HP - OMEN 16"" 2K Gaming Laptop,Intel Ultra 5 225H,GeForce RTX 5050,32GB RAM,2TB SSD,Backlit Keyboard,Win 11 - Shadow Black",1349,,,HP,Intel Ultra 5 225H,Core Ultra 5,Core Ultra 5 225H,RTX 5050,32,2TB,16,2K,,,Shadow Black,https://www.bestbuy.com/product/hp-omen-16-2k-gaming-laptopintel-ultra-5-225hgeforce-rtx-505032gb-ram2tb-ssdbacklit-keyboardwin-11-shadow-black/JJG2RT22ZT
20251113,"Lenovo - Legion 5 15.1"" WQXGA OLED Gaming Laptop,AMD Ryzen 7 260,16GB RAM,512GB SSD,GeForce RTX 5060,Win 11 Pro - Eclipse Black",1499,,,Lenovo,AMD Ryzen 7 260,Ryzen 7,Ryzen 7 260,RTX 5060,16,512GB,15.1,WQXGA,OLED,,Eclipse Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-wqxga-oled-gaming-laptopamd-ryzen-7-26016gb-ram512gb-ssdgeforce-rtx-5060win-11-pro-eclipse-black/JJGXYGGJJ7
20251113,"Lenovo - Legion 5 15.1"" WQXGA OLED Gaming Laptop,AMD Ryzen 7 260,64GB RAM,4TB SSD,GeForce RTX 5060,Win 11 Pro - Eclipse Black",2049,,,Lenovo,AMD Ryzen 7 260,Ryzen 7,Ryzen 7 260,RTX 5060,64,4TB,15.1,WQXGA,OLED,,Eclipse Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-wqxga-oled-gaming-laptopamd-ryzen-7-26064gb-ram4tb-ssdgeforce-rtx-5060win-11-pro-eclipse-black/JJGXY36TW2
20251113,"Dell - Alienware 16 16"" WQXGA Gaming Laptop,Intel Core 7 240H,64GB DDR5,4TB SSD,GeForce RTX 5060,Win 11 Pro - Blue",2299,,,Dell,Core 7 240H,Core 7 ,Core 7 240H,RTX 5060,64,4TB,16,WQXGA,,,Blue,https://www.bestbuy.com/product/dell-alienware-16-16-wqxga-gaming-laptopintel-core-7-240h64gb-ddr54tb-ssdgeforce-rtx-5060win-11-pro-blue/J3K4LSV778
20251113,"Dell - Alienware 16 Aurora 16"" WQXGA Gaming Laptop,Intel Core 7 240H,16GB DDR5,1TB SSD,GeForce RTX 5060,Win 11 - Blue",1799,,,Dell,Core 7 240H,Core 7 ,Core 7 240H,RTX 5060,16,1TB,16,WQXGA,,,Blue,https://www.bestbuy.com/product/dell-alienware-16-aurora-16-wqxga-gaming-laptopintel-core-7-240h16gb-ddr51tb-ssdgeforce-rtx-5060win-11-blue/J3K4L6368L
20251113,"Lenovo - Legion 5 15.1"" WQXGA OLED Gaming Laptop,AMD Ryzen 7 260,32GB RAM,1TB SSD,GeForce RTX 5060,Win 11 Pro - Eclipse Black",1649,,,Lenovo,AMD Ryzen 7 260,Ryzen 7,Ryzen 7 260,RTX 5060,32,1TB,15.1,WQXGA,OLED,,Eclipse Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-wqxga-oled-gaming-laptopamd-ryzen-7-26032gb-ram1tb-ssdgeforce-rtx-5060win-11-pro-eclipse-black/JJGXYGTY2H
20251113,"Lenovo - Legion 5 15.1"" WQXGA OLED Gaming Laptop,AMD Ryzen 7 260,64GB RAM,2TB SSD,GeForce RTX 5060,Win 11 Pro - Eclipse Black",1899,,,Lenovo,AMD Ryzen 7 260,Ryzen 7,Ryzen 7 260,RTX 5060,64,2TB,15.1,WQXGA,OLED,,Eclipse Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-wqxga-oled-gaming-laptopamd-ryzen-7-26064gb-ram2tb-ssdgeforce-rtx-5060win-11-pro-eclipse-black/JJGXYGH6CF
20251113,"Dell - Alienware 16 16"" WQXGA Gaming Laptop,Intel Core 7 240H,16GB DDR5,1TB SSD,GeForce RTX 5060,Win 11 Pro - Blue",1799,,,Dell,Core 7 240H,Core 7 ,Core 7 240H,RTX 5060,16,1TB,16,WQXGA,,,Blue,https://www.bestbuy.com/product/dell-alienware-16-16-wqxga-gaming-laptopintel-core-7-240h16gb-ddr51tb-ssdgeforce-rtx-5060win-11-pro-blue/J3K4L6XVS2
20251113,"Dell - Alienware 16 Aurora 16"" WQXGA Gaming Laptop,Intel Core 7 240H,32GB DDR5,1TB SSD,GeForce RTX 5060,Win 11 - Blue",1899,,,Dell,Core 7 240H,Core 7 ,Core 7 240H,RTX 5060,32,1TB,16,WQXGA,,,Blue,https://www.bestbuy.com/product/dell-alienware-16-aurora-16-wqxga-gaming-laptopintel-core-7-240h32gb-ddr51tb-ssdgeforce-rtx-5060win-11-blue/J3K4LRY9LL
20251113,"Lenovo - Legion 5 15.1"" WQXGA OLED Gaming Laptop,AMD Ryzen 7 260,32GB RAM,2TB SSD,GeForce RTX 5060,Win 11 Pro - Eclipse Black",1749,,,Lenovo,AMD Ryzen 7 260,Ryzen 7,Ryzen 7 260,RTX 5060,32,2TB,15.1,WQXGA,OLED,,Eclipse Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-wqxga-oled-gaming-laptopamd-ryzen-7-26032gb-ram2tb-ssdgeforce-rtx-5060win-11-pro-eclipse-black/JJGXY8KWQ9
